-7.079738378524780273e-02,-1.689038872718811035e-01,
-1.164926961064338684e-01,-5.147469043731689453e-01,
-4.765455126762390137e-01,-1.032891198992729187e-01,
-3.588663041591644287e-02,-2.639457881450653076e-01,
-1.350353099405765533e-02,-1.169766411185264587e-01,
-8.454887196421623230e-03,-3.142135441303253174e-01,
1.983175575733184814e-01,-1.271726489067077637e+00,
-2.532036006450653076e-01,-9.678363800048828125e-02,
5.651394277811050415e-02,-4.806923270225524902e-01,
-6.146340966224670410e-01,-3.022035956382751465e-01,
-2.293054610490798950e-01,-1.025963649153709412e-01,
-6.350588053464889526e-02,-1.612730771303176880e-01,
2.591332495212554932e-01,-2.644956588745117188e+00,
-3.439358472824096680e-01,-1.960189789533615112e-01,
-1.295531690120697021e-01,-1.042582631111145020e+00,
3.563907146453857422e-01,-4.045092463493347168e-01,
2.797418236732482910e-01,-3.699790537357330322e-01,
2.132110483944416046e-02,-2.327711582183837891e-01,
8.621949702501296997e-02,-7.079820036888122559e-01,
3.412996232509613037e-02,-2.194327563047409058e-01,
-2.517637796700000763e-02,-2.598912119865417480e-01,
7.179192267358303070e-03,-3.478462696075439453e-01,
-1.592160016298294067e-01,-1.201480776071548462e-01,
1.431726068258285522e-01,-1.013138890266418457e+00,
-8.463384583592414856e-03,-3.337041735649108887e-01,
4.053177777677774429e-03,2.600608859211206436e-03,
-1.340861022472381592e-01,-5.558831989765167236e-02,
-1.437298655509948730e-01,-7.513803988695144653e-02,
-2.508653700351715088e-01,-5.573550462722778320e-01,
-6.241943221539258957e-03,2.060807123780250549e-02,
1.337946355342864990e-01,-2.090856879949569702e-01,
2.490724809467792511e-02,-5.199059247970581055e-01,
7.066776510328054428e-03,-1.342797726392745972e-01,
6.865520477294921875e-01,-3.539457321166992188e-01,
-1.900744587182998657e-01,-7.578505575656890869e-02,
-3.825748860836029053e-01,-5.210165306925773621e-02,
-5.632643699645996094e-01,-1.347048044204711914e+00,
-2.212182730436325073e-01,-1.332500427961349487e-01,
2.716282382607460022e-02,-3.407376408576965332e-01,
-2.956626117229461670e-01,-1.948411613702774048e-01,
2.628544569015502930e-01,-8.890493512153625488e-01,
-1.154538989067077637e-01,-1.243284791707992554e-01,
-9.120564907789230347e-02,-1.500561684370040894e-01,
9.902612119913101196e-02,-8.286395668983459473e-02,
2.492986805737018585e-02,-2.116094529628753662e-02,
-1.384101212024688721e-01,-2.227470874786376953e-01,
-1.877851188182830811e-01,-2.649365663528442383e-01,
-2.484748959541320801e-01,-1.840282529592514038e-01,
-1.264803558588027954e-01,-4.322501718997955322e-01,
3.183007240295410156e-01,-1.498715519905090332e+00,
2.402661144733428955e-01,-5.147754549980163574e-01,
-2.260921299457550049e-01,-1.666796326637268066e+00,
-1.794583052396774292e-01,-1.014846786856651306e-01,
1.896221749484539032e-02,6.529469974339008331e-03,
1.709844768047332764e-01,-4.441374242305755615e-01,
-1.204320639371871948e-01,-1.221198737621307373e-01,
-1.549700498580932617e-01,-1.445258557796478271e-01,
-8.432278037071228027e-02,-7.159816473722457886e-02,
-5.082858800888061523e-01,-6.777407526969909668e-01,
-1.046239770948886871e-02,-2.133358567953109741e-01,
-9.148180484771728516e-02,-1.321930140256881714e-01,
-1.347815990447998047e-01,-1.132502034306526184e-01,
-2.836900353431701660e-01,-5.856288224458694458e-02,
6.173591129481792450e-03,-3.350914716720581055e-01,
1.915078014135360718e-01,-2.415724843740463257e-01,
3.035143911838531494e-01,-3.101512789726257324e-01,
-2.676242031157016754e-02,-4.944179579615592957e-02,
3.116033077239990234e-01,-6.612899303436279297e-01,
-2.586022913455963135e-01,-6.677667796611785889e-02,
-1.104862093925476074e-01,-1.623543500900268555e-01,
1.693342030048370361e-01,2.326315082609653473e-02,
1.503835469484329224e-01,-9.475118517875671387e-01,
-3.098030388355255127e-02,-2.596494257450103760e-01,
2.631893381476402283e-02,-4.860782027244567871e-01,
2.883564829826354980e-01,-2.900260984897613525e-01,
3.670676052570343018e-02,-2.296884953975677490e-01,
-5.309220403432846069e-02,-1.589852571487426758e-01,
-2.439453005790710449e-01,-1.763740181922912598e-01,
1.583796739578247070e-01,-5.709162354469299316e-01,
-1.652385145425796509e-01,-1.512988507747650146e-01,
2.087304145097732544e-01,-6.423559784889221191e-01,
-3.026897609233856201e-01,-2.976307570934295654e-01,
-1.210827007889747620e-02,-1.658214032649993896e-01,
-2.510026693344116211e-01,-1.855155080556869507e-01,
2.860089540481567383e-01,-8.767828941345214844e-01,
-8.490180969238281250e-02,-1.519579887390136719e-01,
3.461575806140899658e-01,-5.222348570823669434e-01,
-2.188099920749664307e-01,-1.285714209079742432e-01,
-2.749459445476531982e-01,-8.019239455461502075e-02,
9.724623709917068481e-02,-6.338556855916976929e-02,
-1.458909455686807632e-02,-1.412356346845626831e-01,
-3.095828890800476074e-01,-6.612432003021240234e-01,
-4.446029663085937500e-01,-4.296652376651763916e-01,
-1.237458735704421997e-01,-1.338187903165817261e-01,
3.144030692055821419e-03,-7.810627818107604980e-01,
4.072814434766769409e-02,-1.954567283391952515e-01,
-9.668492525815963745e-02,-2.225910425186157227e-01,
1.744657009840011597e-01,-4.492400884628295898e-01,
-1.220826506614685059e-01,-2.202142775058746338e-01,
4.150726795196533203e-01,-2.548364400863647461e-01,
